column1	column2
gene4113	GO:0004190, GO:0005515, GO:0006508
gene4114	GO:0016021, GO:0005337, GO:0015858
gene4115	GO:0035091
gene4116	GO:0015629, GO:0005198, GO:0045296, GO:0050080, GO:0051015, GO:0006633, GO:0007155, GO:0019482
gene4118	GO:0043461
gene4119	GO:0003676, GO:0005524
gene4120	GO:0016567
gene4121	GO:0005634, GO:0003676, GO:0004526, GO:0008033, GO:0030677, GO:0051252
gene4122	GO:0003676, GO:0005524
gene4123	GO:0003824
gene4124	GO:0005840, GO:0003735, GO:0006412, GO:0042254
gene4125	GO:0005515
gene4126	GO:0004725, GO:0005515, GO:0006470, GO:0006570
gene4127	GO:0005622, GO:0016020, GO:0005525, GO:0007264, GO:0015031
gene4128	GO:0005778, GO:0005524, GO:0042623, GO:0006625
gene4129	GO:0005778, GO:0005524, GO:0042623, GO:0006625
gene4130	GO:0004725, GO:0005515, GO:0006470, GO:0006570
gene4131	GO:0016021
gene4132	GO:0005778, GO:0005524, GO:0042623, GO:0006625
gene4133	GO:0003723, GO:0009982, GO:0001522, GO:0006396
gene4135	GO:0016021
gene4139	GO:0001664, GO:0003924, GO:0004871, GO:0005525, GO:0031683, GO:0007186, GO:0007264
gene4142	GO:0005515
gene4143	GO:0016021
gene4144	GO:0003690
gene4147	GO:0005763, GO:0003735, GO:0042254
gene4148	GO:0003677, GO:0003700, GO:0001942, GO:0002088, GO:0006355, GO:0048863, GO:0005667, GO:0045449
gene4152	GO:0003676
gene4153	GO:0016021, GO:0015385, GO:0006814, GO:0006885, GO:0055085, GO:0015992
gene4154	GO:0005815, GO:0034453
gene4155	GO:0003676, GO:0005524, GO:0008026
gene4156	GO:0003677, GO:0005515
gene4157	GO:0005856, GO:0004725, GO:0005515, GO:0006470, GO:0006570
gene4158	GO:0005515
gene4161	GO:0016020, GO:0008378, GO:0006486
gene4164	GO:0005524, GO:0046872, GO:0035556
gene4165	GO:0005634, GO:0030529, GO:0000166, GO:0003723, GO:0006396
gene4166	GO:0005524, GO:0016307, GO:0046488
gene4167	GO:0016791, GO:0008152
gene4169	GO:0016791, GO:0008152
gene4172	GO:0005515, GO:0008270, GO:0035556
gene4173	GO:0052689
gene4174	GO:0008297, GO:0043504, GO:0006308
gene4176	GO:0005737, GO:0005089, GO:0005515, GO:0043087
gene4177	GO:0005515
gene4178	GO:0005515
gene4180	GO:0005777
gene4181	GO:0008137, GO:0006396, GO:0006120, GO:0006744, GO:0006814, GO:0015992
gene4182	GO:0009055, GO:0020037, GO:0006118
gene4183	GO:0042302
gene4184	GO:0005634, GO:0005737, GO:0003677, GO:0003700, GO:0005515, GO:0006355, GO:0005667, GO:0045449
gene4185	GO:0005515
gene4186	GO:0005515
gene4187	GO:0005506, GO:0016705, GO:0020037, GO:0055114
gene4188	GO:0004672, GO:0005524, GO:0006468
gene4189	GO:0016021, GO:0004930, GO:0007218
gene4191	GO:0004197, GO:0006508
gene4193	GO:0016021, GO:0004930, GO:0007186
gene4194	GO:0005506, GO:0016705, GO:0020037, GO:0055114
gene4195	GO:0005515
gene4198	GO:0005634, GO:0005515
gene4199	GO:0005634, GO:0003700, GO:0043565, GO:0006355, GO:0005667, GO:0045449
gene4201	GO:0000815, GO:0016363, GO:0007034, GO:0007076, GO:0016192
gene4202	GO:0004784, GO:0046872, GO:0006801, GO:0055114
gene4203	GO:0004784, GO:0046872, GO:0006801, GO:0055114
gene4204	GO:0016757
gene4205	GO:0016491, GO:0008152
gene4207	GO:0016020, GO:0004714, GO:0005515, GO:0005524, GO:0006468, GO:0007169
gene4211	GO:0008235, GO:0008239, GO:0016805, GO:0006508
gene4212	GO:0046872
gene4213	GO:0003677
gene4214	GO:0030126, GO:0006890
gene4215	GO:0004462, GO:0046872, GO:0005975, GO:0006090
gene4216	GO:0006886, GO:0016192
gene4217	GO:0003723, GO:0008168, GO:0006364, GO:0008033
gene4218	GO:0004418, GO:0018160, GO:0033014, GO:0015994
gene4219	GO:0005622, GO:0016020, GO:0003924, GO:0005525, GO:0006886, GO:0006913, GO:0007264
gene4220	GO:0000166, GO:0003676
gene4221	GO:0005871, GO:0003777, GO:0005524, GO:0008017, GO:0007018, GO:0005874, GO:0045298
gene4222	GO:0005846, GO:0000339, GO:0005515, GO:0045292, GO:0051028
gene4223	GO:0005871, GO:0003777, GO:0005524, GO:0008017, GO:0007018, GO:0005874, GO:0045298
gene4224	GO:0005921
gene4225	GO:0005921
gene4226	GO:0005921
gene4227	GO:0003676, GO:0003777, GO:0005524, GO:0008017, GO:0007018, GO:0008152, GO:0005874, GO:0045298
gene4228	GO:0017176
gene4229	GO:0005774, GO:0016021, GO:0015171, GO:0003333
gene4231	GO:0005634, GO:0003700, GO:0005515, GO:0043565, GO:0006355, GO:0005667, GO:0045449
gene4232	GO:0005634, GO:0005515, GO:0008270, GO:0018024, GO:0034968, GO:0006554
gene4233	GO:0019825, GO:0020037
gene4235	GO:0004672, GO:0005524, GO:0006468
gene4237	GO:0016020, GO:0005216, GO:0006811, GO:0055085
gene4238	GO:0005737, GO:0031588, GO:0004674, GO:0005524, GO:0006468, GO:0032007, GO:0035556, GO:0042149, GO:0009069
gene4242	GO:0016020, GO:0005515, GO:0007155
gene4243	GO:0005515
gene4244	GO:0016021, GO:0005515
gene4246	GO:0003677, GO:0046983
gene4247	GO:0003700, GO:0043565, GO:0006355, GO:0005667, GO:0045449
gene4248	GO:0044699
gene4249	GO:0005515
gene4250	GO:0004553, GO:0005975
gene4251	GO:0005488
gene4254	GO:0004806, GO:0005515, GO:0016042, GO:0046486
gene4255	GO:0005886, GO:0005509, GO:0005515, GO:0007156
gene4257	GO:0003700, GO:0043565, GO:0006355, GO:0005667, GO:0045449
gene4258	GO:0004602, GO:0006979, GO:0055114, GO:0006749, GO:0006804
gene4259	GO:0016020, GO:0004553, GO:0005272, GO:0005975, GO:0006814
gene4260	GO:0004602, GO:0006979, GO:0055114, GO:0006749, GO:0006804
gene4261	GO:0004602, GO:0006979, GO:0055114, GO:0006749, GO:0006804
gene4263	GO:0016020, GO:0005272, GO:0006814
gene4265	GO:0016020, GO:0005272, GO:0006814
gene4266	GO:0016020, GO:0005272, GO:0006814
gene4267	GO:0016301, GO:0016310
gene4268	GO:0004672
gene4269	GO:0016020, GO:0005272, GO:0006814
gene4270	GO:0016020, GO:0005272, GO:0006814
gene4272	GO:0004177, GO:0030145
gene4273	GO:0003700, GO:0043565, GO:0006355, GO:0005667, GO:0045449
gene4276	GO:0005840, GO:0003735, GO:0006412, GO:0042254
gene4278	GO:0031012, GO:0004222
gene4282	GO:0005515
gene4285	GO:0004222, GO:0008270, GO:0006508
gene4286	GO:0005887, GO:0001614, GO:0004931, GO:0005524, GO:0033198, GO:0050848, GO:0098655
gene4287	GO:0008270
gene4288	GO:0003676, GO:0046872
gene4295	GO:0004806, GO:0016042, GO:0046486
gene4297	GO:0008537
gene4303	GO:0015630, GO:0000226
gene4304	GO:0005515
gene4306	GO:0005319, GO:0006869
gene4309	GO:0003700, GO:0043565, GO:0006355, GO:0005667, GO:0045449
gene4311	GO:0003824, GO:0008152
gene4314	GO:0043227
gene4316	GO:0016021, GO:0004930, GO:0005515, GO:0007186
gene4317	GO:0005515, GO:0051260
gene4318	GO:0004674, GO:0005524, GO:0006468, GO:0009069
gene4321	GO:0000166
gene4322	GO:0005515
gene4323	GO:0005515
gene4324	GO:0004713, GO:0005524, GO:0006468
gene4325	GO:0016491, GO:0008152
gene4327	GO:0003868, GO:0055114, GO:0006558, GO:0006570
gene4329	GO:0000932, GO:0000339, GO:0000290
gene4332	GO:0005874, GO:0005912, GO:0005923, GO:0016328, GO:0005096, GO:0048487, GO:0000226, GO:0006457, GO:0034333, GO:0043547, GO:0070830, GO:0072668, GO:0045298
gene4334	GO:0003676
gene4335	GO:0016020, GO:0005247, GO:0006821, GO:0055085
gene4337	GO:0071203
gene4338	GO:0005694, GO:0003677, GO:0003824, GO:0005524, GO:0000737
gene4339	GO:0016020, GO:0003824, GO:0005247, GO:0006821, GO:0055085
gene4341	GO:0016020, GO:0005247, GO:0006821, GO:0055085
gene4342	GO:0016020, GO:0005247, GO:0006821, GO:0055085
gene4343	GO:0016020, GO:0005247, GO:0006821, GO:0055085
gene4344	GO:0004807, GO:0006096, GO:0006000, GO:0006013, GO:0006020, GO:0006094, GO:0015976, GO:0046486
gene4345	GO:0016020, GO:0016758, GO:0005975
gene4346	GO:0003677, GO:0006355
gene4352	GO:0004672, GO:0005524, GO:0006468
gene4353	GO:0016021, GO:0008324, GO:0006812, GO:0055085
gene4356	GO:0016459, GO:0003774, GO:0005524, GO:0051015
gene4357	GO:0012505, GO:0031090, GO:0043231, GO:0044446, GO:0051786, GO:0055114
gene4358	GO:0004143, GO:0005509, GO:0007205, GO:0035556, GO:0009395, GO:0046486
gene4359	GO:0000166, GO:0003676
gene4360	GO:0016020, GO:0046873, GO:0030001, GO:0055085
gene4361	GO:0000166, GO:0003676
gene4362	GO:0005515
gene4364	GO:0016758
gene4365	GO:0005515
gene4368	GO:0004672, GO:0005524, GO:0006468
gene4369	GO:0005581, GO:0005201, GO:0005578
gene4372	GO:0016021, GO:0004190
gene4376	GO:0005801, GO:0006888
gene4377	GO:0003676, GO:0008270
gene4379	GO:0000123
gene4380	GO:0019901, GO:0000079, GO:0006355
gene4381	GO:0000123
gene4383	GO:0005634, GO:0003677
gene4384	GO:0016020, GO:0004571, GO:0005509, GO:0005975
gene4387	GO:0005732, GO:0000398
gene4388	GO:0005515
gene4389	GO:0008017, GO:0045298
gene4390	GO:0016021, GO:0045211, GO:0004889, GO:0006812, GO:0007165
gene4393	GO:0003824, GO:0009116
gene4394	GO:0005634, GO:0003676, GO:0008270
gene4395	GO:0003824, GO:0005524, GO:0046872, GO:0008152
gene4396	GO:0055085
gene4397	GO:0016020, GO:0004970, GO:0006811, GO:0007165, GO:0007268
gene4398	GO:0003676
gene4402	GO:0005886, GO:0005509, GO:0007156
gene4403	GO:0005515
gene4404	GO:0005515
gene4406	GO:0004553, GO:0005975
gene4409	GO:0004725, GO:0046872, GO:0006470, GO:0006570
gene4412	GO:0004610, GO:0005975, GO:0006040
gene4413	GO:0003677, GO:0003899, GO:0006351, GO:0005730, GO:0006144, GO:0006206
gene4415	GO:0008146
gene4417	GO:0005634, GO:0005515, GO:0008270, GO:0018024, GO:0034968, GO:0006554
gene4418	GO:0000287, GO:0004449, GO:0051287, GO:0006099
gene4419	GO:0008270
gene4420	GO:0005515
gene4421	GO:0000502, GO:0005488, GO:0030234, GO:0042176
gene4422	GO:0008270
gene4423	GO:0016020, GO:0008417, GO:0006486
gene4425	GO:0000502, GO:0005488, GO:0030234, GO:0042176
gene4427	GO:0005515, GO:0008270
gene4428	GO:0005515
gene4430	GO:0007165
gene4431	GO:0005801, GO:0006888
gene4432	GO:0005887, GO:0004952, GO:0007187, GO:0007268
gene4433	GO:0005515, GO:0008270
gene4434	GO:0008536, GO:0006886
gene4436	GO:0003677
gene4437	GO:0005515
gene4439	GO:0003677, GO:0008270
gene4441	GO:0016021, GO:0004930, GO:0007186
gene4442	GO:0016888, GO:0006308
gene4443	GO:0005524, GO:0019206, GO:0009165
gene4444	GO:0003824, GO:0043169, GO:0005975
gene4446	GO:0003779, GO:0016192, GO:0045010
gene4447	GO:0003779, GO:0016192, GO:0045010
gene4448	GO:0005515
gene4449	GO:0003824, GO:0043169, GO:0005975
gene4450	GO:0004725, GO:0035335, GO:0006570
gene4452	GO:0016021
gene4454	GO:0003700, GO:0043565, GO:0006355, GO:0005667, GO:0045449
gene4459	GO:0003677, GO:0046983
gene4460	GO:0003810, GO:0018149
gene4461	GO:0005667, GO:0003700, GO:0005515, GO:0006355, GO:0007179, GO:0045449
gene4463	GO:0043565
gene4464	GO:0005515
gene4465	GO:0003677, GO:0006355
gene4468	GO:0003824
gene4469	GO:0016491, GO:0016787, GO:0030151, GO:0055114
gene4472	GO:0016787
gene4478	GO:0016021
gene4480	GO:0005509
gene4482	GO:0016055, GO:0046328
gene4483	GO:0016020, GO:0004714, GO:0005515, GO:0005524, GO:0006468, GO:0007169
gene4484	GO:0005515
gene4485	GO:0016021, GO:0005515
gene4486	GO:0003779
gene4489	GO:0016020, GO:0007275, GO:0009966
gene4490	GO:0003723, GO:0005525
gene4491	GO:0016491, GO:0046872, GO:0051537, GO:0055114
gene4492	GO:0008270, GO:0017025, GO:0006352, GO:0006355
gene4493	GO:0005515
gene4494	GO:0005952, GO:0008603, GO:0045859
gene4499	GO:0005952, GO:0008603, GO:0045859
gene4501	GO:0005515, GO:0007165
gene4502	GO:0003676, GO:0005515, GO:0008270
gene4503	GO:0004672, GO:0005515, GO:0005524, GO:0008270, GO:0006468
gene4504	GO:0003677, GO:0003899, GO:0008270, GO:0032549, GO:0006351, GO:0005730, GO:0006144, GO:0006206
gene4508	GO:0005515
gene4514	GO:0005096, GO:0005515, GO:0051056
gene4515	GO:0005622, GO:0000166, GO:0003676, GO:0006810
gene4516	GO:0008483, GO:0030170
gene4517	GO:0005515, GO:0046872
gene4519	GO:0016624, GO:0008152
gene4521	GO:0004672, GO:0005515, GO:0005524, GO:0006468
gene4524	GO:0003677, GO:0003682, GO:0000785
gene4525	GO:0003677, GO:0003899, GO:0008270, GO:0032549, GO:0006351, GO:0005730, GO:0006144, GO:0006206
gene4526	GO:0005515, GO:0005543
gene4528	GO:0005578, GO:0005509, GO:0005515, GO:0007165
gene4529	GO:0005737, GO:0006457
gene4531	GO:0005578, GO:0005509, GO:0007165
gene4533	GO:0005515, GO:0035091
gene4534	GO:0005737, GO:0005524, GO:0006457
gene4535	GO:0016020, GO:0005524, GO:0016887
gene4537	GO:0005634, GO:0005737
gene4538	GO:0005853, GO:0003746, GO:0005840, GO:0006448
gene4539	GO:0003676
gene4540	GO:0008270, GO:0016603, GO:0017186
gene4545	GO:0005576, GO:0030414
gene4546	GO:0004252, GO:0006508
gene4547	GO:0004559, GO:0008270, GO:0030246, GO:0006013
gene4548	GO:0005576, GO:0005515, GO:0008061, GO:0016810, GO:0005975, GO:0006030
gene4549	GO:0005509
gene4550	GO:0005515
gene4556	GO:0016020, GO:0005524, GO:0016887
gene4557	GO:0016020, GO:0005524, GO:0016887
gene4558	GO:0016020, GO:0005215, GO:0006857
gene4560	GO:0016020, GO:0005215, GO:0006857
gene4561	GO:0016020, GO:0005215, GO:0006857
gene4563	GO:0016020, GO:0005524, GO:0016887
gene4564	GO:0003723
gene4565	GO:0046872
gene4566	GO:0008270, GO:0009056
gene4567	GO:0004197, GO:0005515, GO:0006508
gene4569	GO:0005515
gene4570	GO:0016021, GO:0005328, GO:0006836, GO:0006812
gene4571	GO:0005634, GO:0019901, GO:0000079, GO:0010389
gene4573	GO:0005488, GO:0007076
gene4575	GO:0005515
gene4576	GO:0005737, GO:0043227
gene4577	GO:0005515
gene4579	GO:0005634, GO:0003924, GO:0005524, GO:0005525, GO:0046872, GO:0006576, GO:0042254
gene4580	GO:0004867
gene4581	GO:0005743, GO:0016021, GO:0005524, GO:0042626, GO:0008152, GO:0055085
gene4583	GO:0005634, GO:0003924, GO:0005524, GO:0005525, GO:0046872, GO:0006576, GO:0042254
gene4585	GO:0005634, GO:0046872, GO:0042254
gene4586	GO:0005576, GO:0004867
gene4587	GO:0042302
gene4591	GO:0042302
gene4593	GO:0005576, GO:0004867
gene4594	GO:0000166
gene4596	GO:0005515
gene4597	GO:0005515
gene4599	GO:0005789
gene4602	GO:0042302
gene4603	GO:0005515, GO:0008270
gene4607	GO:0004252, GO:0006508
gene4608	GO:0003824, GO:0008152
gene4609	GO:0004252, GO:0006508
gene4611	GO:0005506, GO:0016705, GO:0020037, GO:0055114
gene4612	GO:0046872
gene4613	GO:0000786, GO:0003677, GO:0046982
gene4614	GO:0003676, GO:0046872
gene4615	GO:0003824, GO:0008152
gene4616	GO:0005515
gene4617	GO:0003723, GO:0005524
gene4619	GO:0003723, GO:0005524
gene4621	GO:0016020, GO:0004970, GO:0006811, GO:0007165, GO:0007268
gene4622	GO:0016020, GO:0004970, GO:0005234, GO:0006811, GO:0007165, GO:0007268
gene4623	GO:0016020, GO:0004970, GO:0005234, GO:0006811, GO:0007165, GO:0007268
gene4624	GO:0005576, GO:0008061, GO:0006030
gene4626	GO:0003676
gene4633	GO:0005634, GO:0003700, GO:0003707, GO:0008270, GO:0043565, GO:0006355, GO:0043401, GO:0005667, GO:0045449
gene4634	GO:0005634, GO:0008278, GO:0003682, GO:0005524, GO:0016301, GO:0016773, GO:0046982, GO:0000724, GO:0007064, GO:0016310, GO:0000785
gene4635	GO:0005634, GO:0046982, GO:0006352, GO:0051090
gene4636	GO:0016020, GO:0005524, GO:0006605, GO:0017038
gene4638	GO:0016020, GO:0005524, GO:0017038
gene4640	GO:0015935, GO:0003723, GO:0003735, GO:0006412, GO:0042254
gene4642	GO:0016491, GO:0055114
gene4643	GO:0003824, GO:0008152
gene4644	GO:0016020, GO:0004714, GO:0005515, GO:0005524, GO:0006468, GO:0007169
gene4645	GO:0016491, GO:0055114
gene4646	GO:0015935, GO:0003723, GO:0003735, GO:0006412, GO:0042254
gene4647	GO:0005930, GO:0030992, GO:0036064, GO:1903561, GO:0007399, GO:0035295, GO:0042384, GO:0048513, GO:0050794, GO:0060429
gene4648	GO:0016021, GO:0004930, GO:0007186
gene4649	GO:0016021, GO:0004930, GO:0007186
gene4651	GO:0005911, GO:0005515
gene4652	GO:0005488
gene4654	GO:0005871, GO:0003777, GO:0005524, GO:0008017, GO:0007018, GO:0005874, GO:0045298
gene4656	GO:0017053, GO:0006351, GO:0007049
gene4657	GO:0005634
gene4658	GO:0016021, GO:0003676, GO:0005375, GO:0035434
gene4659	GO:0005524
gene4660	GO:0030131, GO:0006886, GO:0016192
gene4661	GO:0016849, GO:0009190, GO:0035556
gene4663	GO:0005622, GO:0005085, GO:0043547
gene4664	GO:0005085, GO:0043087
gene4665	GO:0005515
gene4666	GO:0005622, GO:0005525, GO:0006886
gene4667	GO:0003676, GO:0008270
gene4668	GO:0016849, GO:0009190, GO:0035556
gene4672	GO:0007155
gene4673	GO:0016020, GO:0005515
gene4677	GO:0005515, GO:0008270
gene4678	GO:0008270
gene4679	GO:0046982
gene4681	GO:0003723
gene4682	GO:0016433, GO:0000154
gene4683	GO:0016884
gene4684	GO:0005829, GO:0019008, GO:0030366, GO:0006777
gene4685	GO:0008076, GO:0005249, GO:0015269, GO:0048812, GO:0071805
gene4687	GO:0016972, GO:0045454, GO:0055114
gene4689	GO:0005861
gene4690	GO:0016020, GO:0008417, GO:0006486
gene4691	GO:0016020, GO:0008417, GO:0006486
gene4692	GO:0008076, GO:0005249, GO:0015269, GO:0071805
gene4694	GO:0003676, GO:0008270
gene4696	GO:0016020, GO:0015269, GO:0006813
gene4697	GO:0008076, GO:0005249, GO:0015269, GO:0071805
gene4698	GO:0016010, GO:0005509, GO:0007016
gene4700	GO:0003677, GO:0046872, GO:0006355
gene4701	GO:0016602, GO:0003677, GO:0003700, GO:0006355, GO:0045449
gene4702	GO:0003746, GO:0005515, GO:0005840, GO:0006448
gene4703	GO:0004084, GO:0006550, GO:0006552, GO:0006574, GO:0009097, GO:0009098, GO:0009099, GO:0015940
gene4705	GO:0046872
gene4706	GO:0016810, GO:0006807
gene4707	GO:0005680, GO:0030071
gene4708	GO:0005622, GO:0003676, GO:0005525, GO:0008270, GO:0007264
gene4710	GO:0005737, GO:0005515
gene4711	GO:0005515, GO:0008270
gene4712	GO:0003677, GO:0006355
gene4713	GO:0016021, GO:0022891, GO:0055085
gene4715	GO:0005874, GO:0003924, GO:0005200, GO:0005525, GO:0007017, GO:0051258
gene4716	GO:0016616, GO:0051287, GO:0055114
gene4718	GO:0005515, GO:0008270
gene4719	GO:0005786, GO:0005047, GO:0008312, GO:0030942, GO:0006614
gene4720	GO:0005509
gene4721	GO:0005515
gene4722	GO:0005515, GO:0008270
gene4725	GO:0004655, GO:0005524, GO:0046872, GO:0006779, GO:0015994
gene4726	GO:0016740
gene4727	GO:0019901, GO:0000079, GO:0006355
gene4728	GO:0008270
gene4730	GO:0003676, GO:0005524, GO:0008026
gene4731	GO:0016787
gene4732	GO:0004252, GO:0006508
gene4741	GO:0005509, GO:0005515
gene4742	GO:0005515
gene4743	GO:0004707, GO:0005524, GO:0006468, GO:0007178, GO:0009069
gene4744	GO:0005515
gene4745	GO:0005515
gene4746	GO:0005622, GO:0004869
gene4747	GO:0006275
gene4750	GO:0016021, GO:0016192
gene4752	GO:0005515
gene4753	GO:0008234, GO:0006508
gene4755	GO:0048208
gene4756	GO:0044763, GO:0048513, GO:0050794, GO:0050896
gene4757	GO:0048208
gene4758	GO:0005515
gene4759	GO:0046872
gene4761	GO:0016021, GO:0008324, GO:0006812, GO:0055085
gene4762	GO:0016021, GO:0015379, GO:0055085, GO:0006812, GO:0006821
gene4763	GO:0005515
gene4765	GO:0005813
gene4766	GO:0003824
gene4768	GO:0016788, GO:0006397
gene4769	GO:0051082, GO:0006457
gene4770	GO:0016021
gene4771	GO:0016757
gene4773	GO:0016021
gene4775	GO:0005634, GO:0003700, GO:0044212, GO:0006355, GO:0006915, GO:0005667, GO:0045449
gene4776	GO:0000786, GO:0005634, GO:0003677, GO:0006334
gene4777	GO:0003899, GO:0006351, GO:0005730, GO:0006144, GO:0006206
gene4778	GO:0000786, GO:0003677, GO:0046982
gene4779	GO:0000786, GO:0005634, GO:0003677, GO:0006334
gene4781	GO:0016020, GO:0000149, GO:0006888, GO:0097111, GO:0097352
gene4782	GO:0005515, GO:0043087
gene4783	GO:0004435, GO:0004871, GO:0005509, GO:0005515, GO:0035556, GO:0007242, GO:0009395, GO:0046339
gene4784	GO:0003723
gene4786	GO:0008609, GO:0016614, GO:0050660, GO:0008610, GO:0055114, GO:0046486
gene4787	GO:0005794, GO:0016021, GO:0015171, GO:0003333
gene4788	GO:0003899, GO:0006351, GO:0005730, GO:0006144, GO:0006206
gene4793	GO:0016021, GO:0004930, GO:0007186
gene4796	GO:0005737, GO:0005886, GO:0001965, GO:0005092, GO:0005096, GO:0038032
gene4798	GO:0008121, GO:0051537, GO:0055114, GO:0006118, GO:0006119, GO:0015992, GO:0045285
gene4799	GO:0003677, GO:0005515
gene4800	GO:0005488
gene4801	GO:0003676, GO:0046872
gene4802	GO:0000166, GO:0003676
gene4803	GO:0016020, GO:0005525, GO:0007264, GO:0015031
gene4804	GO:0000214, GO:0000213, GO:0003676, GO:0000379, GO:0051252
gene4805	GO:0005840
gene4807	GO:0051082, GO:0051087, GO:0042026
gene4809	GO:0003677
gene4811	GO:0008270, GO:0016491, GO:0055114
gene4812	GO:0003824, GO:0046872
gene4813	GO:0005737, GO:0030170, GO:0030429, GO:0006569, GO:0009435
gene4815	GO:0004846, GO:0006144, GO:0055114
gene4816	GO:0016787, GO:0009166
gene4819	GO:0001726, GO:0005856, GO:0005925, GO:0005200, GO:0051015, GO:0007016, GO:0007155
gene4820	GO:0000139
gene4821	GO:0004842, GO:0005515, GO:0016567
gene4822	GO:0005578, GO:0004222, GO:0008270, GO:0006508
gene4823	GO:0016020
gene4824	GO:0008236, GO:0006508
gene4826	GO:0005515, GO:0008270
gene4827	GO:0005774, GO:0016021, GO:0015171, GO:0003333
gene4829	GO:0005515
gene4831	GO:0005515, GO:0018193
gene4832	GO:0005739, GO:0004493, GO:0046491, GO:0006550, GO:0006552, GO:0006574
gene4833	GO:0016020
gene4834	GO:0005515
gene4836	GO:0016021, GO:0051033, GO:0033227
gene4837	GO:0005634, GO:0003700, GO:0005515, GO:0043565, GO:0006355, GO:0005667, GO:0045449
gene4838	GO:0000166
gene4839	GO:0003677, GO:0006355
gene4840	GO:0005737, GO:0005524, GO:0016787, GO:0030163
gene4841	GO:0005874, GO:0005912, GO:0005923, GO:0016328, GO:0005096, GO:0048487, GO:0000226, GO:0006457, GO:0034333, GO:0043547, GO:0070830, GO:0072668, GO:0045298
gene4845	GO:0005794, GO:0005484, GO:0006810
gene4846	GO:0016021, GO:0005515, GO:0016192
gene4847	GO:0004672, GO:0005524, GO:0006468
gene4852	GO:0004713, GO:0005154, GO:0005524, GO:0006468, GO:0008283, GO:0030335, GO:0031532, GO:0042058, GO:0051092
gene4853	GO:0004134, GO:0004135, GO:0005978, GO:0005980, GO:0005982, GO:0005985
gene4854	GO:0005643, GO:0005487, GO:0006913
gene4856	GO:0005634, GO:0005515, GO:0008270, GO:0018024, GO:0034968, GO:0006554
gene4857	GO:0005673, GO:0006367
gene4858	GO:0005622, GO:0006810
gene4859	GO:0016020, GO:0005215, GO:0006810
gene4861	GO:0005871, GO:0003777, GO:0005488, GO:0016887, GO:0007018, GO:0005874
gene4862	GO:0005515
gene4863	GO:0005871, GO:0003777, GO:0005488, GO:0016887, GO:0007018, GO:0005874
gene4864	GO:0003676, GO:0046872
gene4866	GO:0003676, GO:0046872
gene4869	GO:0016021, GO:0005375, GO:0035434
gene4870	GO:0003824
gene4873	GO:0004222, GO:0008270, GO:0006508
gene4874	GO:0005515
gene4877	GO:0016740, GO:0030170, GO:0009058
gene4879	GO:0003676, GO:0042302
gene4880	GO:0005952, GO:0008603, GO:0045859
gene4881	GO:0005515, GO:0006886
gene4882	GO:0004066, GO:0006529, GO:0006522, GO:0006531
gene4884	GO:0004672, GO:0005524, GO:0006468
gene4885	GO:0003924, GO:0005525
gene4886	GO:0004842, GO:0005515, GO:0008270, GO:0016567
gene4889	GO:0000786, GO:0003677, GO:0046982
gene4891	GO:0016592, GO:0001104, GO:0006357
gene4892	GO:0004252, GO:0006508
gene4893	GO:0000287, GO:0003684, GO:0016779, GO:0006281
gene4895	GO:0016020, GO:0005267, GO:0071805
gene4896	GO:0003777, GO:0007018, GO:0005874
gene4897	GO:0030286, GO:0003777, GO:0007018, GO:0005874
gene4899	GO:0003777, GO:0007018, GO:0005874
gene4900	GO:0005634, GO:0003677, GO:0004003, GO:0005524, GO:0006289, GO:0005657
gene4901	GO:0005789, GO:0016021
gene4904	GO:0003777, GO:0005524, GO:0016887, GO:0007018, GO:0005874
gene4906	GO:0005086, GO:0043087
gene4907	GO:0016020
gene4908	GO:0008237, GO:0006508
gene4909	GO:0003924, GO:0004871, GO:0019001, GO:0031683, GO:0007186
gene4910	GO:0008080, GO:0042967
gene4911	GO:0003924, GO:0004871, GO:0019001, GO:0031683, GO:0007186
gene4912	GO:0008080, GO:0042967
gene4913	GO:0004177, GO:0008235, GO:0006508
gene4914	GO:0004725, GO:0005515, GO:0006470, GO:0006570
gene4921	GO:0008236, GO:0006508
gene4923	GO:0016021, GO:0015204, GO:0071918
gene4924	GO:0008236, GO:0006508
gene4925	GO:0070403
gene4927	GO:0003677, GO:0008270
gene4929	GO:0005794
gene4931	GO:0005576, GO:0005184, GO:0007218
gene4932	GO:0008236, GO:0006508
gene4933	GO:0046872
gene4935	GO:0005634, GO:0003700, GO:0003707, GO:0008270, GO:0043565, GO:0006355, GO:0043401, GO:0005667, GO:0045449
gene4936	GO:0045454
gene4937	GO:0016021, GO:0008495, GO:0048034
gene4938	GO:0005634, GO:0042555, GO:0003677, GO:0003678, GO:0005524, GO:0006270, GO:0005657
gene4939	GO:0005581, GO:0005201, GO:0005578
gene4940	GO:0005840, GO:0003735, GO:0006412, GO:0042254
gene4941	GO:0006904
gene4942	GO:0015035, GO:0006662, GO:0045454, GO:0006118
gene4944	GO:0015035, GO:0006662, GO:0045454, GO:0006118
gene4946	GO:0005737, GO:0003677, GO:0004386, GO:0005524, GO:0008270, GO:0000184
gene4947	GO:0005515
gene4948	GO:0005576, GO:0008061, GO:0006030
gene4949	GO:0005694, GO:0003677, GO:0003917, GO:0008270, GO:0006265
gene4950	GO:0005576, GO:0008061, GO:0006030
gene4951	GO:0050277, GO:0005975, GO:0016310, GO:0015976
